name,pointA_Longitude,pointA_Latitude,pointB_Longitude,pointB_Latitude
,77.5367261983,13.0102759868,77.535682819,13.0120065984
,77.5304272819,13.0146702834,77.5307303715,13.0145604804
,77.5556362748,13.0156654667,77.567731864,12.9941366323
,77.6797879349,13.1979343937,77.6744231816,13.1980549254
,77.7217236862,12.9770476919,77.72466213,12.9767787166
,77.7270739388,12.9755762488,77.7271113221,12.9767259944
,77.7274291638,12.9801929172,77.7272491206,12.9767466977
,77.7218688607,12.9804261856,77.7274291638,12.9801929172
,77.7233727418,12.9803646624,77.7233649466,12.9802965176
,77.7218304716,12.9803700268,77.7218688607,12.9804261856
,77.7111342411,12.9781897262,77.7217236862,12.9770476919
,77.7272491206,12.9767466977,77.7182396643,12.9772321776
,77.7272463545,12.9801709566,77.721919236,12.9803646624
,77.6803188447,13.1982735255,77.6999150638,13.1980905485
,77.48946358,12.7944762621,77.4838579308,12.7934192203
,77.5053877711,12.7943545569,77.4980787515,12.7979288518
,77.7597595893,13.037924365,77.7560366832,13.0381170649
,77.757669897,12.9945275642,77.7576208629,12.9943014205
,77.7577896744,13.0002863508,77.7584367573,12.9967575696
,77.757716668,13.000503945,77.7577896744,13.0002863508
,77.7577651993,13.0002584391,77.7577908479,12.9947894987
,77.7576807935,13.0007376325,77.7577651993,13.0002584391
,LineString,77.5614151779,13.0437955529,77.5730098646
,LineString,77.5901911735,13.0427430373,77.5805130928
,77.5498966828,12.9993360944,77.550492217,12.9965924461
,77.5498770691,12.9996990308,77.5506120782,12.9962273304
,77.5503881976,12.99660175,77.5498179767,12.9993037403
,77.5504753694,12.9962058727,77.5497309725,12.9996758968
,77.4698429696,12.904025222,77.46888584,12.9065512762
,77.5498179767,12.9993037403,77.5486318536,13.0061148748
,77.4699990406,12.9040881701,77.4703938282,12.9030353192
,77.4795017719,12.9093578726,77.4798025984,12.9099478748
,77.46888584,12.9065512762,77.4686605345,12.9071604729
,77.4779982261,12.9089646775,77.4801933627,12.9104848195
,77.4673629321,12.900981753,77.4673285663,12.9010511551
,77.485227869,12.9127232906,77.4781620923,12.9088856362
,77.4690086349,12.9066697963,77.4699990406,12.9040881701
,77.4733681466,12.8984052397,77.4760310772,12.9075554282
,77.4798025984,12.9099478748,77.4801933627,12.9104848195
,77.4801725756,12.9108997237,77.4796243991,12.9162662372
,77.4731774583,12.8980781779,77.4733681466,12.8984052397
,77.4688104867,12.9072362453,77.4690086349,12.9066697963
,77.4801409758,12.9106993962,77.4801933627,12.9104848195
,77.4851149648,12.9128071934,77.50495845,12.9295612767
,77.4616075821,12.8972320247,77.4616572868,12.8971650533
,LineString,77.4201180834,13.0818213977,77.4234726887
,LineString,77.4197538897,13.0818382454,77.4161513477
,77.8435419921,12.9654718645,77.8426245928,12.9678251676
,77.8435419921,12.9654718645,77.8497881864,12.9666756734
,77.8072743353,12.9550163623,77.8026417412,12.956325867
,77.5850639634,12.9938080617,77.5844554372,12.997086224
,77.5601208444,12.9834944651,77.5605756465,12.9831692472
,77.5600084431,12.9870095,77.5614764496,12.9827315442
,77.5613321971,12.9826570291,77.5602020651,12.9832802236
,77.5605231758,12.9831230629,77.5600921783,12.9834107299
,77.5541587967,12.9843457312,77.5558322437,12.9850942351
,77.5558322437,12.9850942351,77.5601208444,12.9834944651
,77.5607121877,12.9828471307,77.5571274992,12.9804539297
,77.5557966206,12.9849623878,77.5541508339,12.9842563801
,77.5600921783,12.9834107299,77.5557966206,12.9849623878
,77.549991985,12.9878708244,77.5507512178,12.9876920384
,77.5541508339,12.9842563801,77.5499554399,12.9877566628
,77.5570679877,12.9922162544,77.5544817514,12.9915414274
,77.5561055775,12.9915005237,77.5559942659,12.9898875941
,77.5559942659,12.9898875941,77.55588396,12.9874746956
,77.8204507709,12.9759613972,77.8153127481,12.9590317968
,77.8495286826,12.9557061929,77.8435419921,12.9654718645
,77.8283811409,12.9826965917,77.8296735466,12.9704246473
,77.4686605345,12.9071604729,77.4695209369,12.9406572402
,77.5268058806,12.877019652,77.5239582967,12.875351318
,77.5417403366,12.8445551999,77.5420498803,12.8531722993
,77.5420287579,12.8537944879,77.543810499,12.8662911512
,77.5021371852,12.8836687643,77.4968134194,12.8751006991
,77.5420498803,12.8531722993,77.5420287579,12.8537944879
,77.8211934913,12.9842584756,77.8204507709,12.9759613972
,77.3501925591,13.1399388321,77.3738668255,13.1156086818
,77.5507512178,12.9876920384,77.5541587967,12.9843457312
,77.5595456782,12.9939774599,77.55553938,12.9942469381
,77.7822603893,12.988180871,77.8025253166,12.9942026817
,77.6229973558,12.916578966,77.6226434719,12.9172076926
,77.7019641876,12.9672303878,77.7021216836,12.9672743928
,77.5979354653,13.0559089955,77.5935496345,13.0584590219
,77.4697818655,12.9029606365,77.4712120696,12.9007630691
,77.8255625584,13.0208411243,77.8295877997,13.0185971212
,77.7016739223,12.9939606961,77.701699068,12.9940160167
,77.550492217,12.9965924461,77.5486086357,12.9753069382
,77.6595639951,12.8580465436,77.6607685584,12.8602946538
,77.6817033675,13.0003495503,77.6839350492,12.9960357201
,77.5859318256,12.9232961394,77.5762721851,12.9235159967
,77.5981885988,13.0567209505,77.59881238,13.0590068631
,77.6625651356,12.9445028573,77.6617252689,12.9469627783
,77.5497478202,13.0258498982,77.5482433524,13.0297358323
,77.5494205907,13.0281053845,77.5504401654,13.0262281735
,77.563444269,13.0006862514,77.5511789463,13.0239043746
,77.5492753323,13.0273951859,77.5495115343,13.0267509528
,77.5634965721,13.0007074576,77.5685057651,12.9934874539
,77.506471635,12.911613778,77.508415566,12.9098516505
,77.7082429875,12.9844493315,77.7081763513,12.9844462302
,77.5850636281,12.9540894915,77.5800210751,12.9483418528
,77.5519416995,13.0218355533,77.5542867884,13.0182879966
,77.5264575287,12.9762825918,77.5265692595,12.9842676956
,77.7663506989,13.0556567841,77.7577952903,13.0511498347
,77.6511421941,13.0891659566,77.6507237695,13.0852889911
,77.5482916321,13.0404242676,77.5425535488,13.0404036481
,77.613579617,13.0420028314,77.6135970514,13.0416169286
,77.5597842272,12.9008713633,77.5575996518,12.8988898814
,77.5313450165,12.9761760578,77.5187945414,12.9772761826
,77.6547121305,13.0868146651,77.6485713806,13.0874926772
,77.699603676,12.9502769828,77.7080223758,12.9481931579
,77.5485088911,12.8834885534,77.5597795333,12.8749796644
,77.5730912529,12.9000708915,77.5689882274,12.8987972613
,77.5488153334,13.0293764163,77.5442091424,13.0383854535
,77.7070467222,12.9796795257,77.7088901542,12.9801927496
,77.7466402344,12.9592602875,77.7466083832,12.9593149375
,77.6055780846,12.9943505384,77.6054463211,12.9941513844
,77.6054865543,12.9941324413,77.6056208323,12.9943357863
,77.6054463211,12.9941513844,77.5966157347,12.994476267
,77.6032531962,12.9926132214,77.5966157347,12.994476267
,77.5988195885,12.9939117458,77.6041726909,12.9929990404
,77.5989817783,12.993329455,77.6051483445,12.9936822493
,77.6056208323,12.9943357863,77.6120194934,13.0015992921
,77.7456694424,12.9572781351,77.7172365181,12.9557228729
,77.568058842,12.973292264,77.5702736761,12.9811644636
,77.6618248459,12.9962597683,77.6625236452,12.9967205216
,77.4942215673,12.8782082897,77.4946031954,12.8786055919
,77.6473997582,12.9911105976,77.6436550591,12.9919731792
,77.6462559637,12.9926613335,77.6499118984,12.9908610683
,77.646901454,12.9913410999,77.6438065201,12.9919266597
,77.6439248726,12.9919136677,77.6463620785,12.9919011787
,77.6670168482,12.9993674428,77.6641019575,13.0046294339
,77.7033648875,12.9935798224,77.7033468664,12.9935096659
,77.5983744256,12.9940718401,77.6030191734,12.992654125
,77.649253919,12.9907992937,77.6499118984,12.9908610683
,77.6677918389,12.9994037364,77.6640585393,13.0013005611
,77.678878247,13.0003882747,77.6794495575,13.0003945612
,77.6568636812,12.9934649904,77.6575555235,12.9937994283
,77.6899997752,13.0007249758,77.6914517723,13.0007376325
,77.6896707855,13.000601678,77.6945499752,13.0007368781
,77.6896183986,13.0013615813,77.6911104612,13.001478928
,77.6492718562,12.9907406204,77.6566714842,12.9932908982
,77.6941421956,13.0010441587,77.6905177768,13.0011533749
,77.6880743682,13.0003609497,77.6955285624,13.0006894365
,77.690000781,13.0008117285,77.6946831636,13.0008169253
,77.6910195176,13.0009378761,77.6930304199,13.0007928692
,77.6912483435,13.0013833743,77.6935642634,13.0012497667
,77.6905976564,13.0010414765,77.6948841616,13.0007236347
,77.6902196325,13.0008073699,77.6941993602,13.0007495348
,77.6896183986,13.0013025727,77.6911104612,13.001478928
,77.6910027537,13.0011284806,77.6936170693,13.0010431528
,77.6911280632,13.00148446,77.6919116873,13.0016347476
,77.7284740519,12.9959900387,77.7274491966,12.9958056368
,77.6914198372,13.0015753199,77.6897841927,13.0014921714
,77.6976691328,12.9747820635,77.7031235725,12.9735084333
,77.7685187619,12.9843545322,77.7680129979,12.9917447724
,77.76670123,12.995172384,77.7658489581,12.9953494936
,77.7430331662,12.9955936585,77.7418129288,12.9884861399
,77.7355522338,12.9969221901,77.743346398,12.9984485347
,77.7363919329,12.9972925864,77.7419835843,12.9982956488
,77.6910186794,13.0014952727,77.6892323282,13.0014144711
,77.767979135,12.99237023,77.767601195,12.9866780795
,77.5983556501,12.9940406595,77.6045918699,12.9933872901
,77.7418355599,12.9886104435,77.7429671168,12.9952377629
,77.7469785281,12.9981915456,77.7433286283,12.9963708286
,77.737294161,12.9975319736,77.7392032232,12.9979684193
,77.7227414168,12.9954278644,77.7436877929,12.9987242993
,77.7423746839,12.9983677332,77.7360843171,12.9971855495
,77.7356142599,12.9967389617,77.7439612944,12.9982981634
,77.4943649817,12.8780555714,77.4921057235,12.8755682416
,77.7554480221,12.9969385349,77.7614201281,12.9958564312
,77.7679672327,12.9925890815,77.7692984466,12.9842626665
,77.6766910732,13.0001545873,77.6779404797,12.9970780935
,77.7655190464,12.9954050657,77.7667349253,12.9949618306
,77.7684567358,12.9913595401,77.7692344926,12.9847179715
,77.7339231271,12.9968813703,77.7437575303,12.9982138414
,77.735529938,12.9970076856,77.7427548871,12.9983493768
,77.7331393354,12.9967993953,77.7267097451,12.9955237534
,77.7679472838,12.9834104784,77.7668260366,12.9955540959
,77.7685032554,12.9844828591,77.7680484533,12.9913800758
,77.7658376426,12.9953777407,77.7662930314,12.9953952588
,77.7545738734,12.9970788479,77.7552606866,12.9970179953
,77.6426089976,12.9973796744,77.6384608775,13.0035022356
,77.735053343,12.9969122995,77.7439286888,12.9984296754
,77.7675504845,12.9870700173,77.7676440265,12.9911512498
,77.7434616491,12.9983634584,77.7358333629,12.9969696317
,77.7445336945,12.9984205392,77.7348396882,12.9968211882
,77.7677178711,12.9913028784,77.7675731994,12.9869178858
,77.7653213173,12.9954218295,77.7439286888,12.9984296754
,77.7433302209,12.9979635578,77.7359666351,12.9967020814
,77.6730754554,12.8450172942,77.6770330548,12.8399935167
,77.7194132984,12.9961557489,77.718032296,12.9959780526
,LineString,77.6713613562,12.8470847744,77.6642472997
,77.6730744496,12.8456041951,77.673794958,12.843783981
,77.6674880788,12.8518603638,77.6657179885,12.8542524751
,77.6731194604,12.8466569621,77.6730744496,12.8456041951
,77.6731194604,12.8466569621,77.6744497523,12.8473399196
,77.6821820579,12.8467763204,77.6847442381,12.8550742369
,77.4731978263,12.9935487256,77.4727558486,12.9886124552
,77.6079427872,12.9750845663,77.6070252202,12.9719195597
,77.7692687746,12.9844741419,77.7683768563,12.9915032897
,77.6725039773,12.8455862578,77.6719030786,12.8459652875
,77.6735655453,12.8469597164,77.6744497523,12.8473399196
,77.7668260366,12.9955540959,77.7635907896,12.9966513708
,77.7469093774,12.7500408597,77.7642370343,12.7589583665
,77.6636458982,12.8566672176,77.6602383193,12.8578195617
,77.7478000384,12.9854012642,77.7518786725,12.9928823643
,77.7639605992,12.9956272699,77.7563161358,12.9968493514
,77.6351980541,12.9713487521,77.635897021,12.9716570385
,77.5808563318,12.8657281388,77.5889409288,12.8574858781
,77.6701174818,12.8468741372,77.6473012708,12.8770887189
,77.7289691709,12.9395644914,77.7303366784,12.9354232445
,77.6009172436,12.9798217666,77.614427698,12.9752969638
,77.5796375192,12.8655524541,77.5803134359,12.8552453954
,77.5639421541,13.0075833842,77.5622796874,13.0076709751
,77.5711600624,13.0071963918,77.571148663,13.0084910605
,77.5576317545,13.0187448941,77.5555936947,13.020007544
,77.5635513898,13.0400756643,77.5625761553,13.0413161859
,77.5893560845,13.0417337723,77.5814429812,13.0453576882
,77.6013447206,12.98123286,77.6070635255,12.9792734225
,77.5992352471,12.9765987572,77.5973362431,12.9807270959
,77.6110448457,12.9741802428,77.6109002579,12.9743600346
,77.5639421541,13.0075833842,77.5576317545,13.0187448941
,77.7071334749,12.9742519919,77.7031235725,12.9735084333
,77.6795876913,12.8355828754,77.699370743,12.8355899162
,77.7117525741,12.9723891977,77.7089035653,12.9740079947
,77.7637497943,13.0289772701,77.7709731508,13.0287404813
,77.7637497943,13.0289772701,77.7698570166,13.0262605276
,77.759181238,13.0380779215,77.7591775499,13.0379903306
,77.7560366832,13.0381170649,77.7597871658,13.0380293902
,77.7472540412,13.0380089384,77.7444564972,13.0416647893
,77.752942336,13.0372973986,77.7472540412,13.0380089384
,77.6925804794,12.9965804599,77.6925854247,12.9965042684
,77.6945453651,12.9957590334,77.6946031164,12.9958272621
,77.6314237669,12.9353523336,77.6296595439,12.9344884947
,77.6326766938,12.9385880835,77.631938751,12.9354976758
,77.631938751,12.9354976758,77.6314237669,12.9353523336
,77.5690939232,13.0086225726,77.5694069873,12.9968528718
,77.580694561,12.9719019577,77.5754001319,12.9739929911
,77.5842251863,12.9653159611,77.5867552638,12.9660108209
,77.5786406595,12.9679941468,77.5756729629,12.969826347
,77.5756729629,12.969826347,77.5691539377,12.9731907591
,77.7336959776,12.9878402304,77.7318932816,12.9881265562
,77.5702194452,12.9679615412,77.574441326,12.9658794765
,77.3948669295,13.0981198408,77.3928448792,13.0837840204
,77.7560366832,13.0381170649,77.752942336,13.0372973986
,77.6210618906,12.9275587563,77.6180687967,12.9245381698
,77.6209126927,12.9275921162,77.6269276302,12.9373181414
,77.7091193993,12.9487896979,77.7080223758,12.9481931579
,77.5821330633,12.9577463482,77.5857315819,12.9555333581
,77.3888591166,13.1021066931,77.3881256162,13.1086173364
,77.5782467939,12.97433162,77.5756729629,12.969826347
,77.5976772189,12.971148257,77.5966747433,12.9650959362
,77.5976772189,12.971148257,77.6007154912,12.9703853362
,77.6960419539,13.1840102923,77.692948864,13.1794600923
,77.6358558658,12.9698293645,77.6411923721,12.9702000961
,77.6730723541,13.1825138711,77.6960419539,13.1840102923
,77.6401223384,12.9608391866,77.6415088728,12.9625712231
,77.6480323404,13.0226021622,77.6481934406,13.022896367
,77.6422308899,12.9606007215,77.6412445914,12.9606739793
,77.5068571187,12.9807964981,77.5106979582,12.9797573935
,77.5767715789,12.9483123485,77.576792366,12.951803495
,77.498767744,12.9694171425,77.4964188832,12.9699867767
,77.5123059425,12.9646694649,77.5129320707,12.9729822174
,77.4932945288,12.9799402867,77.4986631378,12.9781633232
,77.5112200669,12.9635275983,77.510760571,12.9611457966
,77.5128945197,12.9716403585,77.5143098879,12.9709863186
,77.4733779534,12.9696052324,77.4812856923,12.9679452803
,77.5095622941,12.9656311207,77.5118909545,12.9725548241
,77.5124413941,12.9646762543,77.5127476688,12.9610386759
,77.4711091399,12.9518121284,77.4816638838,12.9515243776
,77.5159664873,12.9595910374,77.518649283,12.9583150603
,77.4728726923,12.9518119607,77.4710496284,12.9375725322
,77.5159493882,12.9594367266,77.5126246225,12.9609865405
,77.4869342569,12.9464851774,77.483255691,12.9420238257
,77.5017156593,12.9787080631,77.505975594,12.9777503468
,77.5022228483,12.9678964976,77.4979084312,12.9619579192
,77.4938239298,12.9236857303,77.494855323,12.9267786525
,77.484744317,12.9420325428,77.4877028774,12.9425931245
,77.5077954728,12.9719572783,77.4990703307,12.9758454755
,77.5952636499,12.9938152701,77.5958093956,12.9943166755
,77.5601204253,13.0142866437,77.5582837827,13.013003961
,77.5031978312,12.957571334,77.491658046,12.959367073
,77.4726667489,12.9239397857,77.4794489659,12.9392269522
,77.4872331555,12.9576453462,77.4797531451,12.9585765757
,77.4797102298,12.9161132675,77.4830848678,12.9254619394
,77.4839864253,12.9527251691,77.4793185435,12.9586342432
,77.5887414396,12.9866688594,77.5888558525,12.9867452186
,77.5889850177,12.9866044864,77.5894963976,12.9859412264
,77.622336778,12.9876483687,77.6225342557,12.9876979895
,77.4946646347,12.9440708541,77.4869342569,12.9464851774
,77.6871068452,12.8425012983,77.6927110694,12.842329637
,77.5173738926,12.98170342,77.5143098879,12.9709863186
,77.4866984739,13.0700540439,77.4891391165,13.0788335845
,77.4806375198,13.0838950806,77.4915080938,13.0841807358
,77.4954566407,13.0832308986,77.493903977,13.0872938585
,77.4887329295,13.0843583484,77.4891391165,13.0788335845
,77.4940476428,13.0875567988,77.4922183763,13.0909607735
,77.6681102674,12.9219802644,77.6656552918,12.9206813209
,77.5837863937,13.0142161519,77.5834792807,13.0145385199
,77.6446665872,12.839348194,77.637368045,12.8195598617
,77.5660096343,12.8866598465,77.5706155739,12.8863611992
,77.4924188714,12.9592182942,77.4901213917,12.9548281886
,77.5856550552,12.8926642228,77.58594926,12.896909992
,77.5857375331,12.9054947373,77.5849844191,12.9054913845
,77.5856557257,12.8918143816,77.5818340808,12.8922317166
,77.581733917,12.9037696578,77.5802937384,12.9041529622
,77.5817375213,12.901563457,77.581733917,12.9037696578
,77.7311064724,12.9222955916,77.728812597,12.9260427214
,77.6332270495,13.0615567219,77.6333288897,13.0615313247
,77.7449520353,13.0423231878,77.7554512911,13.0498160225
,77.7504977539,13.0460429926,77.7503506515,13.0463403825
,77.5988918405,12.8927628778,77.610472697,12.8928406619
,77.5945186663,12.8974781174,77.5955669909,12.8973098926
,77.5955669909,12.8973098926,77.5956029493,12.8925644781
,77.7063999746,12.9691483349,77.7035123251,12.9661902774
,77.606568155,12.9778159771,77.6070635255,12.9792734225
,77.5754720486,12.8853750683,77.5769958786,12.8765719745
,77.5171070966,12.8401171498,77.5198833506,12.8352291591
,77.7172365181,12.9557228729,77.7147171695,12.9558615934
,77.7630975984,12.9667163257,77.771286634,12.9748833169
,77.7172306508,12.9557800375,77.7456470627,12.9573483754
,77.6765113652,13.0004175276,77.6766910732,13.0001545873
,77.7147171695,12.9558615934,77.7087713826,12.9563269567
,77.7456480686,12.9569496483,77.7453717172,12.9570974212
,77.7034589324,12.956720487,77.7012500495,12.9568713613
,77.7535231181,12.9836339399,77.7524492286,12.9837372888
,77.7524492286,12.9837372888,77.7523625597,12.983749694
,77.7309869465,12.9561955284,77.7338376317,12.9672520969
,77.7355751164,12.9693431303,77.7344257899,12.9677324638
,77.7172306508,12.9557800375,77.7087655991,12.9564316467
,77.7268385749,12.9715371773,77.7270739388,12.9755762488
,77.7270739388,12.9755762488,77.7272416607,12.9764925584
,77.7495372716,12.9677227408,77.7479201511,12.9683954723
,77.6101080842,13.0380122912,77.6071879968,13.0384098448
,77.6048820514,13.0394913618,77.605143483,13.0378235307
,77.7614594393,12.9647500988,77.7615647998,12.9668691278
,77.8237990897,12.9279850599,77.8292533618,12.9362230457
,77.7147306643,12.955933594,77.7182959907,12.9658376508
,77.6135970514,13.0416169286,77.6118308168,13.0416772783
,77.6085685801,13.0322695978,77.6080649953,13.0301473838
,77.6821246419,12.964105279,77.6729532473,12.9645703908
,77.6682038933,12.9612640653,77.6703212459,12.9617244832
,77.708528056,12.9817560584,77.7095991794,12.9782162968
,77.7495372716,12.9677227408,77.7456694424,12.9572781351
,77.687052279,13.2263598581,77.6702449705,13.2295889863
,77.7377031978,12.7841890685,77.7476489965,12.7807630494
,77.7973202385,12.9366432306,77.7786390718,12.9395838536
,77.7477017187,12.7801228396,77.7510963895,12.7730667859
,77.7125533812,12.9894676607,77.708191774,12.9852467858
,77.604389866,13.2138604288,77.5891440224,13.2085978509
,77.7783839267,12.9278709822,77.7962470196,12.9176848743
,77.619800917,12.7733190812,77.6233998548,12.7919613559
,77.8352146551,12.7556829702,77.8348963943,12.7723576769
,77.7469182622,12.9447139975,77.7470341839,12.9456338275
,77.718419959,12.9654825933,77.7183428455,12.9654909752
,77.7180509876,12.966432263,77.7181046318,12.966475346
,77.7182445258,12.9647933494,77.7181713518,12.9648067605
,77.7318932816,12.9881265562,77.7274291638,12.9801929172
,77.5417420968,12.9409433983,77.5422520518,12.9480529286
,77.6652567323,12.8109496355,77.6688845877,12.8071327682
,77.7470341839,12.9456338275,77.7440621287,12.9532397341
,77.618985777,13.0719476834,77.6336649202,13.0676037621
,77.6074107878,12.9721293587,77.611150793,12.9744394951
,77.6175021801,12.9653851956,77.6227254469,12.9671594769
,77.7983072914,12.9432516907,77.7962470196,12.9176848743
,77.7543934949,12.9433226854,77.753226231,12.9461036332
,77.7510824755,12.9434231844,77.7614525661,12.9401899491
,77.7982300941,12.9443307769,77.7983072914,12.9432516907
,77.7466656316,12.9380351294,77.7759305436,12.927852039
,77.6336649202,13.0676037621,77.6189135249,13.0718931172
,77.3937096401,13.0728130311,77.3994406826,13.0746198342
,77.371510421,13.082566968,77.3803117546,13.0745181617
,77.3529024283,13.2166092739,77.3652769673,13.2149169677
,77.3812918506,13.095492198,77.366791661,13.0923366629
,77.4567595731,12.8316267848,77.451693467,12.8393762734
,77.5505020238,12.9154123727,77.5536657732,12.9144338694
,77.4527556218,12.8556280293,77.4572100166,12.864297767
,77.5499626483,12.9141989246,77.5465505432,12.9146886792
,77.42602414,12.8006830614,77.4335778273,12.8120368521
,77.4387255731,12.7921027586,77.4413956284,12.7971641708
,77.492163391,12.7740965865,77.4836925558,12.7715219173
,77.5521416917,12.9117814999,77.5499626483,12.9141989246
,77.4269303913,13.0405725435,77.4341523229,13.0518866878
,77.6271123674,12.940771234,77.6269067593,12.9407065258
,77.5105307392,12.8082822624,77.4943727768,12.818053969
,77.6287123889,12.9784892954,77.6466617316,12.9785674986
,77.5886495739,12.8970501374,77.5898127306,12.8975211166
,77.5898127306,12.8975211166,77.5913968265,12.898104497
,77.481507226,12.914455327,77.4781448256,12.9183411773
,77.4854768954,12.8878840234,77.4853870414,12.8872568894
,77.5862201631,12.8969198827,77.5886495739,12.8970501374
,77.4853870414,12.8872568894,77.4847376953,12.8810338292
,77.5949720435,12.9017088831,77.5913968265,12.898104497
,77.5124598342,12.7501029696,77.4978051662,12.760478257
,77.4716257166,12.8915396228,77.4775869261,12.8885366384
,77.6437920194,12.8906855907,77.645599493,12.9013121676
,77.3928448792,13.0837840204,77.3936498772,13.0495146931
,77.5268147654,12.7501264389,77.5268474549,12.7516033303
,77.5192677836,12.7543174743,77.5227592654,12.750014792
,77.5283290401,12.7566018782,77.5359328512,12.7504498966
,77.5268474549,12.7516033303,77.5277534548,12.7567709412
,77.5243103366,12.7863974485,77.5300099469,12.7887541882
,77.5217556163,12.7606489964,77.5277534548,12.7567709412
,77.4966640539,12.7804952476,77.5034377213,12.7708298236
,77.5283290401,12.7566018782,77.5294446714,12.7743590239
,77.6058339841,12.9497552931,77.6057191521,12.9501528468
,77.6138197586,12.7881760884,77.6216483723,12.7872090682
,77.6125800751,12.770648523,77.618200225,12.7692199953
,77.6374381177,12.9829620466,77.6360117692,12.9689215206
,77.6158828802,12.7964023396,77.6259551618,12.8021517385
,77.6254222404,12.9720335536,77.623701268,12.9711085268
,77.8261047837,12.894891965,77.8254610535,12.8943696886
,77.8381401908,12.8654068604,77.8497876834,12.8589452513
,77.8084680859,12.8996711586,77.8117004831,12.8957339272
,77.7956651479,12.9079593521,77.796187089,12.9078497168
,77.7854611866,12.9551612854,77.7861759953,12.9566659209
,77.7759305436,12.927852039,77.7783839267,12.9278709822
,77.8318583735,12.8583068855,77.8316916574,12.8437371261
,LineString,77.65704582,13.0183689658,77.6541158419
,LineString,77.6541882615,13.0196557556,77.6570549562
,LineString,77.6570549562,13.0184886594,77.6622339666
,LineString,77.6541158419,13.0195558433,77.6468791582
,77.6206900693,12.9667418905,77.6194882721,12.971618817
,77.6195759468,12.9716524285,77.6207809292,12.9668784317
,77.7027948342,12.9568549328,77.7028244223,12.9598435842
,77.6622020315,13.0122445606,77.6621171228,13.01451899
,77.6554868698,13.0189418689,77.6557049669,13.019196092
,LineString,77.6623687476,13.0122524396,77.6634223528
,77.849991699,12.8469128616,77.8432712566,12.8544431634
,LineString,77.6622339666,13.0145315629,77.6623687476
,77.5842355799,12.9988368683,77.5847475465,12.9977920641
,77.5836592402,12.9993970309,77.5840684447,13.00026263
,77.5831460163,13.0037700374,77.5832465991,13.0039366696
,77.5832465991,13.0039366696,77.5838824503,13.0141897489
,77.5813261375,12.9990174983,77.5828888595,12.999365934
,77.5844554372,12.997086224,77.5844255976,12.9972900719
,77.5842736337,12.9985252291,77.584493491,12.9972731404
,77.5797101903,12.9865271215,77.5802018728,12.9873709277
,77.5842002921,12.9985144165,77.5840125374,13.0007909414
,77.5844077442,13.0230513484,77.5841411996,13.0232725468
,77.5852889336,13.025331226,77.5851158473,13.0245527987
,77.584493491,12.9972731404,77.5851993311,12.9936460395
,77.5848254982,13.0246858195,77.5852130774,13.0258605432
,77.588305832,12.9846030556,77.5881903294,12.9848848552
,77.5802018728,12.9873709277,77.5844663337,12.993680992
,77.8265493598,13.0026410789,77.8264349468,12.9961333692
,77.6515890334,12.9920757737,77.6521108907,12.9957375758
,77.6415216971,12.9633671686,77.635903978,12.9689814512
,77.7371310491,12.9876317725,77.7371380899,12.9875567544
,77.659060578,12.9973619886,77.6615161404,12.9964465171
,77.8150080659,12.8154807247,77.810431882,12.8070483625
,77.5860521897,12.9889586278,77.5850629575,12.9932596337
,77.5716652397,12.9643875815,77.5716008667,12.9605543696
,77.5722751908,12.9532691546,77.5722762804,12.9483340576
,77.7854611866,12.9551612854,77.7682789557,12.9570749577
,77.6679549508,13.0120412994,77.6666360583,13.0067228981
,77.721919236,12.9803646624,77.7218014702,12.9770431657
,77.571148663,13.0084910605,77.5711273729,13.0093510438
,77.6991398215,12.8061726212,77.6736214526,12.7885848738
,77.5424047701,12.9857217882,77.5425051853,12.9833381426
,77.5425051853,12.9833381426,77.5425615955,12.9785132677
,77.5849365584,12.9366798595,77.5850783802,12.9367232777
,77.5931403462,12.9485856824,77.5852676436,12.9438721191
,77.5936469484,12.9484221514,77.5931403462,12.9485856824
,77.73171525,12.9882474233,77.7317053594,12.9880081199
,77.6583695739,12.959211421,77.6583573364,12.959092398
,77.6729164507,12.9740042228,77.6741053399,12.9770827282
,77.6790030535,12.9840035819,77.6796883579,12.9836245522
,77.6803232871,12.9442264222,77.6808114491,12.9484608758
,77.5707615867,12.9806320451,77.5711183205,12.9801242694
,77.6611658607,12.9593684979,77.6611574788,12.9592584435
,77.5935408335,12.9595572584,77.5934728563,12.9592961621
,77.5918360382,12.9624113802,77.5899115532,12.9624615878
,77.6103006165,12.9703886889,77.6108555823,12.9670685332
,77.7456480686,12.9569496483,77.7456694424,12.9572781351
,77.7456544388,12.9568141967,77.7456480686,12.9569496483
,77.596143163,12.9636074778,77.5923216857,12.9623702251
,77.5975611295,12.9656667438,77.596143163,12.9636074778
,77.6191885352,12.9726311833,77.6195758629,12.9722918838
,77.6405283578,12.9168859951,77.6355536982,12.9161565181
,77.6246701322,12.8809430532,77.6199367877,12.8888901871
,77.5960402332,12.9634638958,77.5935408335,12.9595572584
,77.5397213876,12.9952925805,77.534498959,12.9957048863
,77.648944962,12.9597573344,77.6489510808,12.9598489486
,77.5672596275,12.9436036468,77.5678215503,12.9447209545
,77.4865081209,13.0842037861,77.4863961387,13.0864149321
,77.7008468799,12.9570018675,77.7012614489,12.9598901875
,77.5030888665,13.0731773925,77.4980630774,13.0760920316
,77.5607205696,12.9351760622,77.5622748259,12.9346021533
